record_id,section_code,section_name,nfa_status,manufacturer_or_make,model,caliber_or_gauge,serial_number_range,date_or_year_range,atf_classification_details,first_published_edition,latest_published_edition,in_2025_publication,in_2018_publication,in_2007_publication,full_raw_entry
CR-SectionII-0001,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),A.H. Fox,,,,,"Double barrel shotguns, all gauges, all grades, mfd. By Ansley H. Fox, Philadelphia, PA, and Savage Arms, Utica, NY, from approx. 1907 - 1947.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"A.H. Fox, Double barrel shotguns, all gauges, all grades, mfd. By Ansley H. Fox, Philadelphia, PA, and Savage Arms, Utica, NY, from approx. 1907 - 1947."
CR-SectionII-0002,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),A.H. Fox,,,,from approx. 1907 to 1947,"Double barrel shotguns, all gauges, all grades, mfd. by Ansley H. Fox, Philadelphia, PA, and Savage Arms, Utica, NY, from approx. 1907 to 1947.",ATF C&R List (Jan 1972 - Apr 2025),ATF C&R List (Jan 1972 - Apr 2025),TRUE,FALSE,FALSE,"A.H. Fox, Double barrel shotguns, all gauges, all grades, mfd. by Ansley H. Fox, Philadelphia, PA, and Savage Arms, Utica, NY, from approx. 1907 to 1947."
CR-SectionII-0003,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Albanian,SKS,cal. 7.62 x 39,,from 1964 to 1978,"SKS semiautomatic rifles, cal. 7.62 x 39, manufactured in Albania from 1964 to 1978.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Albanian SKS semiautomatic rifles, cal. 7.62 x 39, manufactured in Albania from 1964 to 1978."
CR-SectionII-0004,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Albanian,SKS,caliber 7.62 x 39,,from 1964 to 1978,"SKS semiautomatic rifles, caliber 7.62 x 39, manufactured in Albania from 1964 to 1978.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Albanian SKS semiautomatic rifles, caliber 7.62 x 39, manufactured in Albania from 1964 to 1978."
CR-SectionII-0005,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Alkartasuna,,cal. .32.,,,"semiautomatic pistol, cal. .32.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Alkartasuna, semiautomatic pistol, cal. .32."
CR-SectionII-0006,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Alkartasuna,,caliber .32.,,,"semiautomatic pistol, caliber .32.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Alkartasuna, semiautomatic pistol, caliber .32."
CR-SectionII-0007,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),All Original military bolt action and semiautomatic rifles mfd. between 1899 and 1946.,,,,mfd. between 1899,,ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,All Original military bolt action and semiautomatic rifles mfd. between 1899 and 1946.
CR-SectionII-0008,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),All properly marked and identified semiautomatic pistols and revolvers used by,,,,prior to 1946,"or mfd. for, any military organization prior to 1946.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"All properly marked and identified semiautomatic pistols and revolvers used by, or mfd. for, any military organization prior to 1946."
CR-SectionII-0009,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),All shotguns,Model 1927,cal. 11.25mm,bearing S/Ns less than 24501,prior to 1946,"properly marked and identified as mfd. for any military organization prior to 1946 and in their original military configuration only. Argentine D.G.F.M. (FMAP) System Colt Model 1927 pistols, marked ""Ejercito Argentino"", bearing S/Ns less than 24501. Argentine D.G.F.M. - (F.M.A.P.) System Colt Model 1927, cal. 11.25mm, commercial variations.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"All shotguns, properly marked and identified as mfd. for any military organization prior to 1946 and in their original military configuration only. Argentine D.G.F.M. (FMAP) System Colt Model 1927 pistols, marked ""Ejercito Argentino"", bearing S/Ns less than 24501. Argentine D.G.F.M. - (F.M.A.P.) System Colt Model 1927, cal. 11.25mm, commercial variations."
CR-SectionII-0010,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Armand Gevage,,cal.,,,"semiautomatic pistols, .32ACP cal. as mfd. in Belgium prior to World War II.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Armand Gevage, semiautomatic pistols, .32ACP cal. as mfd. in Belgium prior to World War II."
CR-SectionII-0011,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Armand Gevage,,cal. .32ACP,,,"semiautomatic pistols, cal. .32ACP, as mfd. in Belgium prior to World War II.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Armand Gevage, semiautomatic pistols, cal. .32ACP, as mfd. in Belgium prior to World War II."
CR-SectionII-0012,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Astra,Model 1921,,,,Model 1921 (400) semiautomatic pistols having slides marked Esperanzo Y Unceta.,ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Astra, Model 1921 (400) semiautomatic pistols having slides marked Esperanzo Y Unceta."
CR-SectionII-0013,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Astra,Model 400,cal. 9mm,S/N range 97351­ 98850,,"Model 400 pistol, German Army Contract, cal. 9mm Bergmann-Bayard, S/N range 97351­ 98850.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Astra, Model 400 pistol, German Army Contract, cal. 9mm Bergmann-Bayard, S/N range 97351­ 98850."
CR-SectionII-0014,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Astra,model 400,caliber 9mm,S/N range 97351-98850,,"model 400 pistol, German Army Contract, caliber 9mm Bergmann-Bayard, S/N range 97351-98850.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Astra, model 400 pistol, German Army Contract, caliber 9mm Bergmann-Bayard, S/N range 97351-98850."
CR-SectionII-0015,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Astra,model 400,cal. 9mm,in S/N range 92851 through 97350,,"model 400 semiautomatic pistol, cal. 9mm Bergmann-Bayard, second German Army Contract, in S/N range 92851 through 97350.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2018),FALSE,TRUE,TRUE,"Astra, model 400 semiautomatic pistol, cal. 9mm Bergmann-Bayard, second German Army Contract, in S/N range 92851 through 97350."
CR-SectionII-0016,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Astra,Model 400,cal. 9mm,in S/N range 92851 through 97350,,"Model 400 semiautomatic pistol, cal. 9mm Bergmann-Bayard, second German Army Contract, in S/N range 92851 through 97350. Auto Ordnance,West Hurley, NY, Korean War Commemorative Thompson semiautomatic rifle, cal. .45. Auto Ordnance,West Hurley, NY,World War II Commemorative Thompson semiautomatic rifle, cal. .45.",ATF C&R List (Jan 1972 - Apr 2025),ATF C&R List (Jan 1972 - Apr 2025),TRUE,FALSE,FALSE,"Astra, Model 400 semiautomatic pistol, cal. 9mm Bergmann-Bayard, second German Army Contract, in S/N range 92851 through 97350. Auto Ordnance,West Hurley, NY, Korean War Commemorative Thompson semiautomatic rifle, cal. .45. Auto Ordnance,West Hurley, NY,World War II Commemorative Thompson semiautomatic rifle, cal. .45."
CR-SectionII-0017,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Astra,Parabellum,cal. 9mm,,,"M 800 Condor Model, pistol, cal. 9mm Parabellum.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Astra, M 800 Condor Model, pistol, cal. 9mm Parabellum."
CR-SectionII-0018,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Astra,parabellum,caliber 9mm,,,"M 800 Condor model, pistol, caliber 9mm parabellum Astra, model 1921 (400) semiautomatic pistols having slides marked Esperanzo Y Unceta.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Astra, M 800 Condor model, pistol, caliber 9mm parabellum Astra, model 1921 (400) semiautomatic pistols having slides marked Esperanzo Y Unceta."
CR-SectionII-0019,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Auto Ordnance,,cal. .45.,,,"West Hurley, NY, Korean War Commemorative Thompson semiautomatic rifle, cal. .45.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2018),FALSE,TRUE,FALSE,"Auto Ordnance, West Hurley, NY, Korean War Commemorative Thompson semiautomatic rifle, cal. .45."
CR-SectionII-0020,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Auto Ordnance,,caliber .45.,,,"West Hurley, NY, Korean War Commemorative Thompson semiautomatic rifle, caliber .45.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Auto Ordnance, West Hurley, NY, Korean War Commemorative Thompson semiautomatic rifle, caliber .45."
CR-SectionII-0021,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Auto Ordnance,,cal. .45.,,,"West Hurley, NY, World War II Commemorative Thompson semiautomatic rifle, cal. .45.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2018),FALSE,TRUE,FALSE,"Auto Ordnance, West Hurley, NY, World War II Commemorative Thompson semiautomatic rifle, cal. .45."
CR-SectionII-0022,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Auto Ordnance,,caliber .45.,,,"West Hurley, NY, World War II Commemorative Thompson semiautomatic rifle, caliber .45.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Auto Ordnance, West Hurley, NY, World War II Commemorative Thompson semiautomatic rifle, caliber .45."
CR-SectionII-0023,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Auto Ordnance Thompson,,cal. 45,S/Ns V0001- V1500,,"cal. 45 semiautomatic rifle, Vietnam Commemorative, S/Ns V0001- V1500, issued by the American Historical Foundation, Richmond VA.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Auto Ordnance Thompson, cal. 45 semiautomatic rifle, Vietnam Commemorative, S/Ns V0001- V1500, issued by the American Historical Foundation, Richmond VA."
CR-SectionII-0024,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Auto-Mag pistols,Auto-Mag,cal.,,from 1969 to 1985,"cal.’s .44 AMP and .357 AMP, mfd. and/or assembled by Auto-Mag Corporation, TDE, OMC, High Standard, Lee Jurras, or AMT from 1969 to 1985.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Auto-Mag pistols, cal.’s .44 AMP and .357 AMP, mfd. and/or assembled by Auto-Mag Corporation, TDE, OMC, High Standard, Lee Jurras, or AMT from 1969 to 1985."
CR-SectionII-0025,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Auto-Mag pistols,Auto-Mag,,,from 1969 to 1985,"calibers .44 AMP and .357 AMP, mfd. and/or assembled by Auto-Mag Corporation, TDE, OMC, High Standard, Lee Jurras, or AMT from 1969 to 1985.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Auto-Mag pistols, calibers .44 AMP and .357 AMP, mfd. and/or assembled by Auto-Mag Corporation, TDE, OMC, High Standard, Lee Jurras, or AMT from 1969 to 1985."
CR-SectionII-0026,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Baker Gun and Forging Company,,,,mfd. from 1899 to 1919,all firearms mfd. from 1899 to 1919.,ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Baker Gun and Forging Company, all firearms mfd. from 1899 to 1919."
CR-SectionII-0027,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Bannerman,Model 1937,cal. .30-06,,,"Model 1937, Springfield rifle, cal. .30-06.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Bannerman Model 1937, Springfield rifle, cal. .30-06."
CR-SectionII-0028,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Bannerman,model 1937,caliber .30-06,,,"model 1937, Springfield rifle, caliber .30-06.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Bannerman model 1937, Springfield rifle, caliber .30-06."
CR-SectionII-0029,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Bayard,model 1923,cal. 7.65mm,,,"model 1923 semiautomatic pistol, cal. 7.65mm or .380, Belgian manufacture.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Bayard, model 1923 semiautomatic pistol, cal. 7.65mm or .380, Belgian manufacture."
CR-SectionII-0030,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Bayard,Model 1923,cal.,,,"Model 1923 semiautomatic pistol, cal.’s 7.65mm or .380, Belgian manufacture.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Bayard, Model 1923 semiautomatic pistol, cal.’s 7.65mm or .380, Belgian manufacture."
CR-SectionII-0031,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,model 1915,cal. 6.35mm,,,"model 1915 pistols, cal. 6.35mm, 7.65mm, and 9mm Glisenti.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Beretta, model 1915 pistols, cal. 6.35mm, 7.65mm, and 9mm Glisenti."
CR-SectionII-0032,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,Model 1915,cal.,,,"Model 1915 pistols, cal.’s 6.35mm, 7.65mm, and 9mm Glisenti.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Beretta, Model 1915 pistols, cal.’s 6.35mm, 7.65mm, and 9mm Glisenti."
CR-SectionII-0033,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,Model 1915/1919,cal. 7.65mm,,,"Model 1915/1919 (1922) pistol (concealed hammer), cal. 7.65mm.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Beretta, Model 1915/1919 (1922) pistol (concealed hammer), cal. 7.65mm."
CR-SectionII-0034,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,model 1915/1919,caliber 7.65mm,,,"model 1915/1919 (1922) pistol (concealed hammer), caliber 7.65mm.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Beretta, model 1915/1919 (1922) pistol (concealed hammer), caliber 7.65mm."
CR-SectionII-0035,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,Model 1919,cal. 6.35mm,,,"Model 1919 pistol (without grip safety), cal. 6.35mm.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Beretta, Model 1919 pistol (without grip safety), cal. 6.35mm."
CR-SectionII-0036,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,model 1919,caliber 6.35mm,,,"model 1919 pistol (without grip safety), caliber 6.35mm.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Beretta, model 1919 pistol (without grip safety), caliber 6.35mm."
CR-SectionII-0037,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,Model 1923,cal. 9mm,,,"Model 1923 pistol, cal. 9mm Glisenti.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Beretta, Model 1923 pistol, cal. 9mm Glisenti."
CR-SectionII-0038,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,model 1923,caliber 9mm,,,"model 1923 pistol, caliber 9mm Glisenti.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Beretta, model 1923 pistol, caliber 9mm Glisenti."
CR-SectionII-0039,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,model 1932,cal. 9mm,,,"model 1932 pistol, having smooth wooden grips w/""PB"" medallion, cal. 9mm.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Beretta, model 1932 pistol, having smooth wooden grips w/""PB"" medallion, cal. 9mm."
CR-SectionII-0040,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,model 1934,cal. 9mm,,,"model 1934 pistol, light weight model marked ""Tipo Alleggerita"" or ""All"" having transverse ribbed barrel, cal. 9mm.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Beretta, model 1934 pistol, light weight model marked ""Tipo Alleggerita"" or ""All"" having transverse ribbed barrel, cal. 9mm."
CR-SectionII-0041,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,model 1934,cal. 9mm,,,"Model 1934 pistols, cal. 9mm, post war variations bearing Italian Air Force eagle markings.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Beretta, Model 1934 pistols, cal. 9mm, post war variations bearing Italian Air Force eagle markings."
CR-SectionII-0042,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,model 1934,cal. 9mm,having S/Ns within the ranges of 500000-999999,,"Model 1934 pistols, cal. 9mm, produced during 1945 or earlier and having S/Ns within the ranges of 500000-999999, F00001-F120000, G0001-G80000, 00001AA­ 10000AA,00001BB-10000BB. The classification does not include any post war variations dated subsequent to 1945 or bearing postwar Italian proof marks.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Beretta, Model 1934 pistols, cal. 9mm, produced during 1945 or earlier and having S/Ns within the ranges of 500000-999999, F00001-F120000, G0001-G80000, 00001AA­ 10000AA,00001BB-10000BB. The classification does not include any post war variations dated subsequent to 1945 or bearing postwar Italian proof marks."
CR-SectionII-0043,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,model 1935,cal. 7.65mm,,,"model 1935 pistol, Finnish Home Guard Contract, marked ""SKY"" on the slide, cal. 7.65mm.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Beretta, model 1935 pistol, Finnish Home Guard Contract, marked ""SKY"" on the slide, cal. 7.65mm."
CR-SectionII-0044,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,model 1935,cal. 9 Scurt,,,"model 1935 pistol, Rumanian Contract, marked ""P. Beretta - cal. 9 Scurt - Mo. 1934 – Brevet."" on the slide, cal. 9mm.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Beretta, model 1935 pistol, Rumanian Contract, marked ""P. Beretta - cal. 9 Scurt - Mo. 1934 – Brevet."" on the slide, cal. 9mm."
CR-SectionII-0045,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,Model 1951,cal. 9mm,,,"Model 1951 pistol, Israeli Contract, cal. 9mm Parabellum.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Beretta, Model 1951 pistol, Israeli Contract, cal. 9mm Parabellum."
CR-SectionII-0046,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,Model 92SB,cal. 9mm,S/Ns C31509Z through C31538Z,,"Model 92SB with detachable folding shoulder stocks, cal. 9mm, S/Ns C31509Z through C31538Z.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Beretta, Model 92SB with detachable folding shoulder stocks, cal. 9mm, S/Ns C31509Z through C31538Z."
CR-SectionII-0047,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Beretta,parabellum,caliber 9mm,,,"M 1951 pistol Israeli Contract, caliber 9mm parabellum.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Beretta, M 1951 pistol Israeli Contract, caliber 9mm parabellum."
CR-SectionII-0048,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,,cal. .22,,from 1956 to 1976,"cal. .22, semiautomatic rifles, Grade II, mfd. by Fabrique Nationale in Belgium from 1956 to 1976.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning, cal. .22, semiautomatic rifles, Grade II, mfd. by Fabrique Nationale in Belgium from 1956 to 1976."
CR-SectionII-0049,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,,cal. .22,,,"cal. .22, semiautomatic rifles, Grade III, mfd. by Fabrique Nationale in Belgium.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning, cal. .22, semiautomatic rifles, Grade III, mfd. by Fabrique Nationale in Belgium."
CR-SectionII-0050,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,,,,,"Superposed Bi-Centennial Ltd. Edition, shotgun.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning, Superposed Bi-Centennial Ltd. Edition, shotgun."
CR-SectionII-0051,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,,cal.,,,"Superposed Centennial, consisting of a 20 gauge superposed shotgun, supplied with an extra set of .30-06 cal. superposed barrels.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Browning, Superposed Centennial, consisting of a 20 gauge superposed shotgun, supplied with an extra set of .30-06 cal. superposed barrels."
CR-SectionII-0052,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,M1935,cal. 9mm,,,"M1935 Hi Power pistol, Canadian, Congolese, Indian and Nationalist Chinese Contracts, cal. 9mm parabellum.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Browning, M1935 Hi Power pistol, Canadian, Congolese, Indian and Nationalist Chinese Contracts, cal. 9mm parabellum."
CR-SectionII-0053,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,model 1906,,,,model 1906 Pocket Pistol if more than 50 years old.,ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Browning, model 1906 Pocket Pistol if more than 50 years old."
CR-SectionII-0054,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,model 1922,cal. 7.65mm,,,"model 1922 pistol, cal. 7.65mm or 9mm Kurz, marked ""C.P.I.M."" denoting issue to the Belgian Political Police.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Browning, model 1922 pistol, cal. 7.65mm or 9mm Kurz, marked ""C.P.I.M."" denoting issue to the Belgian Political Police."
CR-SectionII-0055,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,model 1922,cal. 7.65mm,,,"model 1922 pistol, cal. 7.65mm, bearing German NSDAP or RFV markings.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Browning, model 1922 pistol, cal. 7.65mm, bearing German NSDAP or RFV markings."
CR-SectionII-0056,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,Model 1922,cal.,,,"Model 1922 pistol, cal.’s 7.65mm or 9mm Kurz, marked ""C.P.I.M."" denoting issue to the Belgian Political Police.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning, Model 1922 pistol, cal.’s 7.65mm or 9mm Kurz, marked ""C.P.I.M."" denoting issue to the Belgian Political Police."
