record_id,section_code,section_name,nfa_status,manufacturer_or_make,model,caliber_or_gauge,serial_number_range,date_or_year_range,atf_classification_details,first_published_edition,latest_published_edition,in_2025_publication,in_2018_publication,in_2007_publication,full_raw_entry
CR-SectionII-0771,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Stock,,,,,"semiautomatic pistols, all cal.’s, mfd. by Franz Stock.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Stock, semiautomatic pistols, all cal.’s, mfd. by Franz Stock."
CR-SectionII-0772,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Swiss,Model 1931/55,cal. 7.5 mm,S/Ns 1001 to 5150,,"Model 1931/55 rifles, cal. 7.5 mm, S/Ns 1001 to 5150.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Swiss Model 1931/55 rifles, cal. 7.5 mm, S/Ns 1001 to 5150."
CR-SectionII-0773,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Swiss Schmidt Rubin,Model 1911,cal. 12mm,,,"Model 1911, rifle made into a harpoon gun, cal. 12mm.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Swiss Schmidt Rubin, Model 1911, rifle made into a harpoon gun, cal. 12mm."
CR-SectionII-0774,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Swiss Schmidt Rubin,Model 1911,caliber 12mm,,,"Model 1911, rifle made into a harpoon gun, caliber 12mm.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Swiss Schmidt Rubin, Model 1911, rifle made into a harpoon gun, caliber 12mm."
CR-SectionII-0775,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Swiss self loading rifle,,cal. 7.5mm,,,"test 1947, cal. 7.5mm, all variations.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Swiss self loading rifle, test 1947, cal. 7.5mm, all variations."
CR-SectionII-0776,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Tauler,model military,,,,model military and police pistol.,ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Tauler, model military and police pistol."
CR-SectionII-0777,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Tauler Military and Police,Model pistol,cal. 9mm,,between 1930 and 1936,"Model pistol, cal. 9mm Steyr, manufactured by Gabilondo Y Cia, Elgoibar, Spain, between 1930 and 1936.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Tauler Military and Police Model pistol, cal. 9mm Steyr, manufactured by Gabilondo Y Cia, Elgoibar, Spain, between 1930 and 1936."
CR-SectionII-0778,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Thompson Center Contender Pistol,,cal. .30,S/Ns SH-001 to SH-500,,"cal. .30 Herrett, Steve Herrett Commemorative, S/Ns SH­ 001 to SH-500.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Thompson Center Contender Pistol, cal. .30 Herrett, Steve Herrett Commemorative, S/Ns SH­ 001 to SH-500."
CR-SectionII-0779,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Thompson Center Contender Pistol,,cal. 7mm,S/Ns IHMSA 10-001 to IHMSA 10-200,,"cal. 7mm TCU, IHMSA 10th anniversary commemorative, S/Ns IHMSA 10-001 to IHMSA 10-200.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Thompson Center Contender Pistol, cal. 7mm TCU, IHMSA 10th anniversary commemorative, S/Ns IHMSA 10-001 to IHMSA 10-200."
CR-SectionII-0780,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Thompson/Center 25th Anniversary Contender,,cal. .22,S/Ns 25 001-25 536,,"cal. .22LR, pistol, 10 inch barrel, S/Ns 25 001­ 25 536.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Thompson/Center 25th Anniversary Contender, cal. .22LR, pistol, 10 inch barrel, S/Ns 25 001­ 25 536."
CR-SectionII-0781,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Tippman Arms Company Models 1919 A-4,,,,,"1917, and .50 HB ½ scale, .22 caliber semi-automatic firearms, manufactured in Fort Wayne, Indiana, from 1986-1987.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Tippman Arms Company Models 1919 A-4, 1917, and .50 HB ½ scale, .22 caliber semi-automatic firearms, manufactured in Fort Wayne, Indiana, from 1986-1987."
CR-SectionII-0782,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Tippmann Arms Company Models 1919 A-4,,cal. .22,,,"1917, and .50 HB ½ scale, cal. .22, semi-automatic firearms, manufactured in Fort Wayne, Indiana, from 1986-1987.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Tippmann Arms Company Models 1919 A-4, 1917, and .50 HB ½ scale, cal. .22, semi-automatic firearms, manufactured in Fort Wayne, Indiana, from 1986-1987."
CR-SectionII-0783,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Tokagypt 58,Parabellum,cal. 9mm,,,"pistol, cal. 9mm Parabellum.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Tokagypt 58, pistol, cal. 9mm Parabellum."
CR-SectionII-0784,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Tokagypt 58,parabellum,caliber 9mm,,,"pistol, caliber 9mm parabellum.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Tokagypt 58, pistol, caliber 9mm parabellum."
CR-SectionII-0785,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Trejo,,cal.,,,"semiautomatic pistols, cal.’s .22, .32, and .380, mfd. in Mexico, circa 1952 to 1972.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Trejo, semiautomatic pistols, cal.’s .22, .32, and .380, mfd. in Mexico, circa 1952 to 1972."
CR-SectionII-0786,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Trejo,Model 1873,cal. .22,having S/Ns between A125th001 through A125th125,,"semiautomatic pistols, cal. .22, .32, and .380. mfd. in Mexico, circa 1952 to 1972. * Uberti, 125th Anniversary of the Winchester, Model 1873 lever action rifle, .44/40 caliber, having S/Ns between A125th001 through A125th125.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Trejo, semiautomatic pistols, cal. .22, .32, and .380. mfd. in Mexico, circa 1952 to 1972. * Uberti, 125th Anniversary of the Winchester, Model 1873 lever action rifle, .44/40 caliber, having S/Ns between A125th001 through A125th125."
CR-SectionII-0787,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S.,,cal. .30,,prior to 1956,"Rifle, cal. .30 M1, original military issue only, produced prior to 1956.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"U.S., Rifle, cal. .30 M1, original military issue only, produced prior to 1956."
CR-SectionII-0788,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S.,,cal. .30,,,"Rifle, cal. .30, MC-1952, equipped with telescopic sight mount MC, telescopic sight MC1, marked U.S.M.C. or Kollmorgan.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"U.S., Rifle, cal. .30, MC-1952, equipped with telescopic sight mount MC, telescopic sight MC1, marked U.S.M.C. or Kollmorgan."
CR-SectionII-0789,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S.,model 1911-A1,cal. .45,,,"model 1911-A1 semiautomatic pistol, cal. .45, produced as original factory cut-a-ways.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"U.S., model 1911-A1 semiautomatic pistol, cal. .45, produced as original factory cut-a-ways."
CR-SectionII-0790,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S.,model 1911-A1,cal. .45,bearing S/N prefix of ERRS,,"model 1911-A1, semiautomatic pistol, cal. .45, mfd. by Remington Rand, bearing S/N prefix of ERRS.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"U.S., model 1911-A1, semiautomatic pistol, cal. .45, mfd. by Remington Rand, bearing S/N prefix of ERRS."
CR-SectionII-0791,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S.,model 1911-A1,cal. .45,S/N range from S800001 to S800500,,"model 1911-A1, semiautomatic, pistol, cal. .45, mfd. by the Singer Manufacturing Company in 1942, S/N range from S800001 to S800500.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"U.S., model 1911-A1, semiautomatic, pistol, cal. .45, mfd. by the Singer Manufacturing Company in 1942, S/N range from S800001 to S800500."
CR-SectionII-0792,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S.,Model M4,cal. .22,,,"Model M4 Survival Rifle, as issued by the Government, cal. .22 Hornet, manufactured in the United States and Canada by Harrington and Richardson Arms Company.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Model M4 Survival Rifle, as issued by the Government, cal. .22 Hornet, manufactured in the United States and Canada by Harrington and Richardson Arms Company."
CR-SectionII-0793,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Carbine,Carbine,cal. .30,,,"cal. .30, M1, manufactured by Irwin Pedersen.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Carbine, cal. .30, M1, manufactured by Irwin Pedersen."
CR-SectionII-0794,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Repeating Arms,Model 94,cal. .30-30,S/Ns WRAC001 - WRAC125,,"125th Anniversary Winchester Commemorative Model 94 carbines, cal. .30-30, S/Ns WRAC001 - WRAC125.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Repeating Arms, 125th Anniversary Winchester Commemorative Model 94 carbines, cal. .30-30, S/Ns WRAC001 - WRAC125."
CR-SectionII-0795,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Repeating Arms,Model 94,cal. .30-30,S/Ns ARAPA001 – ARAPA500,,"Arapaho Commemorative Model 94 carbines, cal. .30-30, S/Ns ARAPA001 – ARAPA500.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Repeating Arms, Arapaho Commemorative Model 94 carbines, cal. .30-30, S/Ns ARAPA001 – ARAPA500."
CR-SectionII-0796,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Repeating Arms,Model 94,cal. .30-30,S/Ns NEZ001-NEZ600,,"Nez Perce Winchester Commemorative Model 94 carbine, cal. .30-30, S/Ns NEZ001-NEZ600.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Repeating Arms, Nez Perce Winchester Commemorative Model 94 carbine, cal. .30-30, S/Ns NEZ001-NEZ600."
CR-SectionII-0797,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Repeating Arms,Model 94,cal. 30-30,S/Ns 001CO through 400CO,,"Ontario, Canada Conservation Office, 100th Anniversary Winchester Commemorative, Model 94 carbines, cal. 30-30, S/Ns 001CO through 400CO.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Repeating Arms, Ontario, Canada Conservation Office, 100th Anniversary Winchester Commemorative, Model 94 carbines, cal. 30-30, S/Ns 001CO through 400CO."
CR-SectionII-0798,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Repeating Arms,Model 94,cal. .30,S/Ns WYC001 through WYC500,,"Wyoming Centennial, Winchester Commemorative Model 94 Carbines, cal. .30- 30, S/Ns WYC001 through WYC500.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"U.S. Repeating Arms, Wyoming Centennial, Winchester Commemorative Model 94 Carbines, cal. .30- 30, S/Ns WYC001 through WYC500."
CR-SectionII-0799,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Rifle,,cal. .30,,prior to 1958,"cal. .30, M1, original issue only, produced prior to 1958.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Rifle, cal. .30, M1, original issue only, produced prior to 1958."
CR-SectionII-0800,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Rifle,,cal. .30,,,"cal. .30, MC-1952, equipped with telescopic sight mount MC1 and telescopic sight MC1, marked U.S.M.C. or Kollmorgan.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Rifle, cal. .30, MC-1952, equipped with telescopic sight mount MC1 and telescopic sight MC1, marked U.S.M.C. or Kollmorgan."
CR-SectionII-0801,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Rifle,,caliber .30,,prior to 1958,"caliber .30, M1, original issue only, produced prior to 1958.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"U.S. Rifle, caliber .30, M1, original issue only, produced prior to 1958."
CR-SectionII-0802,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Rifle,M81,cal. .30,,,"cal. .30, M1C, equipped with a griffin and Howe type telescopic sight mount and the Lyman Alaskan, M81, M82, or M84 telescopic sight.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Rifle, cal. .30, M1C, equipped with a griffin and Howe type telescopic sight mount and the Lyman Alaskan, M81, M82, or M84 telescopic sight."
CR-SectionII-0803,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Rifle,M81,cal. .30,,,"cal. .30, M1D, equipped with M1D type telescopic sight mount and the M81, M82, or M84 telescopic sight.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Rifle, cal. .30, M1D, equipped with M1D type telescopic sight mount and the M81, M82, or M84 telescopic sight."
CR-SectionII-0804,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Rifles,Model 1903,cal. .30,serial numbers higher than 1257766,,"Model 1903, cal. .30, marked Rock Island Arsenal, the receivers of which were manufactured prior to June 30, 1919, and assembled at the Springfield Armory after March 1927, with serial numbers higher than 1257766.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Rifles, Model 1903, cal. .30, marked Rock Island Arsenal, the receivers of which were manufactured prior to June 30, 1919, and assembled at the Springfield Armory after March 1927, with serial numbers higher than 1257766."
CR-SectionII-0805,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Rifles,Model 1903,cal.,,,"Model 1903, manufactured by Springfield Armory or Rock Island Arsenal, all cal.’s, all variations.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Rifles, Model 1903, manufactured by Springfield Armory or Rock Island Arsenal, all cal.’s, all variations."
CR-SectionII-0806,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S. Rifles,Model 1922,cal. .22 rimfire,,,"Model 1922, 1922M1, and 1922M2, cal. .22 rimfire.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"U.S. Rifles, Model 1922, 1922M1, and 1922M2, cal. .22 rimfire."
CR-SectionII-0807,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),U.S.C. Chapter 44,,,,,the Gun Control Act of 1968.,ATF C&R List (Jan 1972 - Apr 2025),ATF C&R List (Jan 1972 - Apr 2025),TRUE,FALSE,FALSE,"U.S.C. Chapter 44, the Gun Control Act of 1968."
CR-SectionII-0808,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Uberti,,cal. .45,S/Ns P0001 to P2500,,"Single action revolver, cal. .45, General George S. Patton Commemorative, S/Ns P0001 to P2500.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Uberti, Single action revolver, cal. .45, General George S. Patton Commemorative, S/Ns P0001 to P2500."
CR-SectionII-0809,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Uberti,model 1866,caliber .44-40,S/Ns LDN001 through LDN300,,"model 1866 L.D. Nimschke, lever action rifles, caliber .44-40, S/Ns LDN001 through LDN300.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Uberti model 1866 L.D. Nimschke, lever action rifles, caliber .44-40, S/Ns LDN001 through LDN300."
CR-SectionII-0810,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Uberti,Model 1866,,S/Ns GY001 through GY300,,"Model 1866 lever action rifles, “An Engraver’s Tribute to Gustave Young,” .44/40 caliber,S/Ns GY001 through GY300.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Uberti Model 1866 lever action rifles, “An Engraver’s Tribute to Gustave Young,” .44/40 caliber,S/Ns GY001 through GY300."
CR-SectionII-0811,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Uberti,Model 1866,cal. .44-40,S/Ns LDN001 through LDN300,,"Model 1866, L.D. Nimschke, lever action rifles, cal. .44-40, S/Ns LDN001 through LDN300.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Uberti, Model 1866, L.D. Nimschke, lever action rifles, cal. .44-40, S/Ns LDN001 through LDN300."
